Weight	Nested	Procedure	allsounds	Trigger1	Reps
1		deviants1	beeps/Freq800.wav	177	10
1		deviants1	beeps/Freq800.wav	178	10
1		deviants1	beeps/Freq800.wav	179	10
1		deviants1	beeps/Freq650.wav	110	12
1		deviants1	beeps/Freq650.wav	111	12
1		deviants1	beeps/Freq650.wav	112	12
1		deviants1	beeps/Freq650.wav	113	12
1		deviants1	beeps/Freq650.wav	114	12
1		deviants1	beeps/Freq650.wav	115	12
1		deviants1	beeps/Freq650.wav	116	12
1		deviants1	beeps/Freq650.wav	117	12
1		deviants1	beeps/Freq650.wav	118	12
1		deviants1	beeps/Freq650.wav	119	12
1		deviants1	beeps/Freq650.wav	120	12
1		deviants1	beeps/Freq650.wav	121	12
1		deviants1	beeps/Freq400.wav	10	4
1		deviants1	beeps/Freq400.wav	11	4
1		deviants1	beeps/Freq400.wav	12	4
1		deviants1	beeps/Freq400.wav	13	4
1		deviants1	beeps/Freq700.wav	130	11
1		deviants1	beeps/Freq700.wav	131	11
1		deviants1	beeps/Freq700.wav	132	11
1		deviants1	beeps/Freq700.wav	133	11
1		deviants1	beeps/Freq700.wav	134	11
1		deviants1	beeps/Freq700.wav	135	11
1		deviants1	beeps/Freq700.wav	136	11
1		deviants1	beeps/Freq700.wav	137	11
1		deviants1	beeps/Freq700.wav	138	11
1		deviants1	beeps/Freq700.wav	139	11
1		deviants1	beeps/Freq700.wav	140	11
1		deviants1	beeps/Freq750.wav	150	10
1		deviants1	beeps/Freq750.wav	151	10
1		deviants1	beeps/Freq750.wav	152	10
1		deviants1	beeps/Freq750.wav	153	10
1		deviants1	beeps/Freq750.wav	154	10
1		deviants1	beeps/Freq750.wav	155	10
1		deviants1	beeps/Freq750.wav	156	10
1		deviants1	beeps/Freq750.wav	157	10
1		deviants1	beeps/Freq750.wav	158	10
1		deviants1	beeps/Freq750.wav	159	10
1		deviants1	beeps/Freq600.wav	90	11
1		deviants1	beeps/Freq600.wav	91	11
1		deviants1	beeps/Freq600.wav	92	11
1		deviants1	beeps/Freq600.wav	93	11
1		deviants1	beeps/Freq600.wav	94	11
1		deviants1	beeps/Freq600.wav	95	11
1		deviants1	beeps/Freq600.wav	96	11
1		deviants1	beeps/Freq600.wav	97	11
1		deviants1	beeps/Freq600.wav	98	11
1		deviants1	beeps/Freq600.wav	99	11
1		deviants1	beeps/Freq600.wav	100	11
1		deviants1	beeps/Freq450.wav	30	8
1		deviants1	beeps/Freq450.wav	31	8
1		deviants1	beeps/Freq450.wav	32	8
1		deviants1	beeps/Freq450.wav	33	8
1		deviants1	beeps/Freq450.wav	34	8
1		deviants1	beeps/Freq450.wav	35	8
1		deviants1	beeps/Freq450.wav	36	8
1		deviants1	beeps/Freq450.wav	37	8
1		deviants1	beeps/Freq600.wav	90	9
1		deviants1	beeps/Freq600.wav	91	9
1		deviants1	beeps/Freq600.wav	92	9
1		deviants1	beeps/Freq600.wav	93	9
1		deviants1	beeps/Freq600.wav	94	9
1		deviants1	beeps/Freq600.wav	95	9
1		deviants1	beeps/Freq600.wav	96	9
1		deviants1	beeps/Freq600.wav	97	9
1		deviants1	beeps/Freq600.wav	98	9
1		deviants1	beeps/Freq500.wav	50	9
1		deviants1	beeps/Freq500.wav	51	9
1		deviants1	beeps/Freq500.wav	52	9
1		deviants1	beeps/Freq500.wav	53	9
1		deviants1	beeps/Freq500.wav	54	9
1		deviants1	beeps/Freq500.wav	55	9
1		deviants1	beeps/Freq500.wav	56	9
1		deviants1	beeps/Freq500.wav	57	9
1		deviants1	beeps/Freq500.wav	58	9
1		deviants1	beeps/Freq650.wav	110	10
1		deviants1	beeps/Freq650.wav	111	10
1		deviants1	beeps/Freq650.wav	112	10
1		deviants1	beeps/Freq650.wav	113	10
1		deviants1	beeps/Freq650.wav	114	10
1		deviants1	beeps/Freq650.wav	115	10
1		deviants1	beeps/Freq650.wav	116	10
1		deviants1	beeps/Freq650.wav	117	10
1		deviants1	beeps/Freq650.wav	118	10
1		deviants1	beeps/Freq650.wav	119	10
1		deviants1	beeps/Freq450.wav	30	9
1		deviants1	beeps/Freq450.wav	31	9
1		deviants1	beeps/Freq450.wav	32	9
1		deviants1	beeps/Freq450.wav	33	9
1		deviants1	beeps/Freq450.wav	34	9
1		deviants1	beeps/Freq450.wav	35	9
1		deviants1	beeps/Freq450.wav	36	9
1		deviants1	beeps/Freq450.wav	37	9
1		deviants1	beeps/Freq450.wav	38	9
1		deviants1	beeps/Freq800.wav	170	6
1		deviants1	beeps/Freq800.wav	171	6
1		deviants1	beeps/Freq800.wav	172	6
1		deviants1	beeps/Freq800.wav	173	6
1		deviants1	beeps/Freq800.wav	174	6
1		deviants1	beeps/Freq800.wav	175	6
1		deviants1	beeps/Freq550.wav	70	5
1		deviants1	beeps/Freq550.wav	71	5
1		deviants1	beeps/Freq550.wav	72	5
1		deviants1	beeps/Freq550.wav	73	5
1		deviants1	beeps/Freq550.wav	74	5
1		deviants1	beeps/Freq400.wav	10	10
1		deviants1	beeps/Freq400.wav	11	10
1		deviants1	beeps/Freq400.wav	12	10
1		deviants1	beeps/Freq400.wav	13	10
1		deviants1	beeps/Freq400.wav	14	10
1		deviants1	beeps/Freq400.wav	15	10
1		deviants1	beeps/Freq400.wav	16	10
1		deviants1	beeps/Freq400.wav	17	10
1		deviants1	beeps/Freq400.wav	18	10
1		deviants1	beeps/Freq400.wav	19	10
1		deviants1	beeps/Freq750.wav	150	6
1		deviants1	beeps/Freq750.wav	151	6
1		deviants1	beeps/Freq750.wav	152	6
1		deviants1	beeps/Freq750.wav	153	6
1		deviants1	beeps/Freq750.wav	154	6
1		deviants1	beeps/Freq750.wav	155	6
1		deviants1	beeps/Freq700.wav	130	7
1		deviants1	beeps/Freq700.wav	131	7
1		deviants1	beeps/Freq700.wav	132	7
1		deviants1	beeps/Freq700.wav	133	7
1		deviants1	beeps/Freq700.wav	134	7
1		deviants1	beeps/Freq700.wav	135	7
1		deviants1	beeps/Freq700.wav	136	7
1		deviants1	beeps/Freq650.wav	110	7
1		deviants1	beeps/Freq650.wav	111	7
1		deviants1	beeps/Freq650.wav	112	7
1		deviants1	beeps/Freq650.wav	113	7
1		deviants1	beeps/Freq650.wav	114	7
1		deviants1	beeps/Freq650.wav	115	7
1		deviants1	beeps/Freq650.wav	116	7
1		deviants1	beeps/Freq750.wav	150	12
1		deviants1	beeps/Freq750.wav	151	12
1		deviants1	beeps/Freq750.wav	152	12
1		deviants1	beeps/Freq750.wav	153	12
1		deviants1	beeps/Freq750.wav	154	12
1		deviants1	beeps/Freq750.wav	155	12
1		deviants1	beeps/Freq750.wav	156	12
1		deviants1	beeps/Freq750.wav	157	12
1		deviants1	beeps/Freq750.wav	158	12
1		deviants1	beeps/Freq750.wav	159	12
1		deviants1	beeps/Freq750.wav	160	12
1		deviants1	beeps/Freq750.wav	161	12
1		deviants1	beeps/Freq400.wav	10	10
1		deviants1	beeps/Freq400.wav	11	10
1		deviants1	beeps/Freq400.wav	12	10
1		deviants1	beeps/Freq400.wav	13	10
1		deviants1	beeps/Freq400.wav	14	10
1		deviants1	beeps/Freq400.wav	15	10
1		deviants1	beeps/Freq400.wav	16	10
1		deviants1	beeps/Freq400.wav	17	10
1		deviants1	beeps/Freq400.wav	18	10
1		deviants1	beeps/Freq400.wav	19	10
1		deviants1	beeps/Freq450.wav	30	3
1		deviants1	beeps/Freq450.wav	31	3
1		deviants1	beeps/Freq450.wav	32	3
1		deviants1	beeps/Freq500.wav	50	8
1		deviants1	beeps/Freq500.wav	51	8
1		deviants1	beeps/Freq500.wav	52	8
1		deviants1	beeps/Freq500.wav	53	8
1		deviants1	beeps/Freq500.wav	54	8
1		deviants1	beeps/Freq500.wav	55	8
1		deviants1	beeps/Freq500.wav	56	8
1		deviants1	beeps/Freq500.wav	57	8
1		deviants1	beeps/Freq600.wav	90	12
1		deviants1	beeps/Freq600.wav	91	12
1		deviants1	beeps/Freq600.wav	92	12
1		deviants1	beeps/Freq600.wav	93	12
1		deviants1	beeps/Freq600.wav	94	12
1		deviants1	beeps/Freq600.wav	95	12
1		deviants1	beeps/Freq600.wav	96	12
1		deviants1	beeps/Freq600.wav	97	12
1		deviants1	beeps/Freq600.wav	98	12
1		deviants1	beeps/Freq600.wav	99	12
1		deviants1	beeps/Freq600.wav	100	12
1		deviants1	beeps/Freq600.wav	101	12
1		deviants1	beeps/Freq700.wav	130	8
1		deviants1	beeps/Freq700.wav	131	8
1		deviants1	beeps/Freq700.wav	132	8
1		deviants1	beeps/Freq700.wav	133	8
1		deviants1	beeps/Freq700.wav	134	8
1		deviants1	beeps/Freq700.wav	135	8
1		deviants1	beeps/Freq700.wav	136	8
1		deviants1	beeps/Freq700.wav	137	8
1		deviants1	beeps/Freq550.wav	70	9
1		deviants1	beeps/Freq550.wav	71	9
1		deviants1	beeps/Freq550.wav	72	9
1		deviants1	beeps/Freq550.wav	73	9
1		deviants1	beeps/Freq550.wav	74	9
1		deviants1	beeps/Freq550.wav	75	9
1		deviants1	beeps/Freq550.wav	76	9
1		deviants1	beeps/Freq550.wav	77	9
1		deviants1	beeps/Freq550.wav	78	9
1		deviants1	beeps/Freq800.wav	170	5
1		deviants1	beeps/Freq800.wav	171	5
1		deviants1	beeps/Freq800.wav	172	5
1		deviants1	beeps/Freq800.wav	173	5
1		deviants1	beeps/Freq800.wav	174	5
1		deviants1	beeps/Freq600.wav	90	4
1		deviants1	beeps/Freq600.wav	91	4
1		deviants1	beeps/Freq600.wav	92	4
1		deviants1	beeps/Freq600.wav	93	4
1		deviants1	beeps/Freq400.wav	10	9
1		deviants1	beeps/Freq400.wav	11	9
1		deviants1	beeps/Freq400.wav	12	9
1		deviants1	beeps/Freq400.wav	13	9
1		deviants1	beeps/Freq400.wav	14	9
1		deviants1	beeps/Freq400.wav	15	9
1		deviants1	beeps/Freq400.wav	16	9
1		deviants1	beeps/Freq400.wav	17	9
1		deviants1	beeps/Freq400.wav	18	9
1		deviants1	beeps/Freq700.wav	130	8
1		deviants1	beeps/Freq700.wav	131	8
1		deviants1	beeps/Freq700.wav	132	8
1		deviants1	beeps/Freq700.wav	133	8
1		deviants1	beeps/Freq700.wav	134	8
1		deviants1	beeps/Freq700.wav	135	8
1		deviants1	beeps/Freq700.wav	136	8
1		deviants1	beeps/Freq700.wav	137	8
1		deviants1	beeps/Freq550.wav	70	10
1		deviants1	beeps/Freq550.wav	71	10
1		deviants1	beeps/Freq550.wav	72	10
1		deviants1	beeps/Freq550.wav	73	10
1		deviants1	beeps/Freq550.wav	74	10
1		deviants1	beeps/Freq550.wav	75	10
1		deviants1	beeps/Freq550.wav	76	10
1		deviants1	beeps/Freq550.wav	77	10
1		deviants1	beeps/Freq550.wav	78	10
1		deviants1	beeps/Freq550.wav	79	10
1		deviants1	beeps/Freq450.wav	30	7
1		deviants1	beeps/Freq450.wav	31	7
1		deviants1	beeps/Freq450.wav	32	7
1		deviants1	beeps/Freq450.wav	33	7
1		deviants1	beeps/Freq450.wav	34	7
1		deviants1	beeps/Freq450.wav	35	7
1		deviants1	beeps/Freq450.wav	36	7
1		deviants1	beeps/Freq500.wav	50	5
1		deviants1	beeps/Freq500.wav	51	5
1		deviants1	beeps/Freq500.wav	52	5
1		deviants1	beeps/Freq500.wav	53	5
1		deviants1	beeps/Freq500.wav	54	5
1		deviants1	beeps/Freq650.wav	110	6
1		deviants1	beeps/Freq650.wav	111	6
1		deviants1	beeps/Freq650.wav	112	6
1		deviants1	beeps/Freq650.wav	113	6
1		deviants1	beeps/Freq650.wav	114	6
1		deviants1	beeps/Freq650.wav	115	6
1		deviants1	beeps/Freq800.wav	170	11
1		deviants1	beeps/Freq800.wav	171	11
1		deviants1	beeps/Freq800.wav	172	11
1		deviants1	beeps/Freq800.wav	173	11
1		deviants1	beeps/Freq800.wav	174	11
1		deviants1	beeps/Freq800.wav	175	11
1		deviants1	beeps/Freq800.wav	176	11
1		deviants1	beeps/Freq800.wav	177	11
1		deviants1	beeps/Freq800.wav	178	11
1		deviants1	beeps/Freq800.wav	179	11
1		deviants1	beeps/Freq800.wav	180	11
1		deviants1	beeps/Freq750.wav	150	6
1		deviants1	beeps/Freq750.wav	151	6
1		deviants1	beeps/Freq750.wav	152	6
1		deviants1	beeps/Freq750.wav	153	6
1		deviants1	beeps/Freq750.wav	154	6
1		deviants1	beeps/Freq750.wav	155	6
1		deviants1	beeps/Freq700.wav	130	10
1		deviants1	beeps/Freq700.wav	131	10
1		deviants1	beeps/Freq700.wav	132	10
1		deviants1	beeps/Freq700.wav	133	10
1		deviants1	beeps/Freq700.wav	134	10
1		deviants1	beeps/Freq700.wav	135	10
1		deviants1	beeps/Freq700.wav	136	10
1		deviants1	beeps/Freq700.wav	137	10
1		deviants1	beeps/Freq700.wav	138	10
1		deviants1	beeps/Freq700.wav	139	10
1		deviants1	beeps/Freq500.wav	50	2
1		deviants1	beeps/Freq500.wav	51	2
1		deviants1	beeps/Freq400.wav	10	10
1		deviants1	beeps/Freq400.wav	11	10
1		deviants1	beeps/Freq400.wav	12	10
1		deviants1	beeps/Freq400.wav	13	10
1		deviants1	beeps/Freq400.wav	14	10
1		deviants1	beeps/Freq400.wav	15	10
1		deviants1	beeps/Freq400.wav	16	10
1		deviants1	beeps/Freq400.wav	17	10
1		deviants1	beeps/Freq400.wav	18	10
1		deviants1	beeps/Freq400.wav	19	10
1		deviants1	beeps/Freq750.wav	150	9
1		deviants1	beeps/Freq750.wav	151	9
1		deviants1	beeps/Freq750.wav	152	9
1		deviants1	beeps/Freq750.wav	153	9
1		deviants1	beeps/Freq750.wav	154	9
1		deviants1	beeps/Freq750.wav	155	9
1		deviants1	beeps/Freq750.wav	156	9
1		deviants1	beeps/Freq750.wav	157	9
1		deviants1	beeps/Freq750.wav	158	9
1		deviants1	beeps/Freq600.wav	90	6
1		deviants1	beeps/Freq600.wav	91	6
1		deviants1	beeps/Freq600.wav	92	6
1		deviants1	beeps/Freq600.wav	93	6
1		deviants1	beeps/Freq600.wav	94	6
1		deviants1	beeps/Freq600.wav	95	6
1		deviants1	beeps/Freq550.wav	70	8
1		deviants1	beeps/Freq550.wav	71	8
1		deviants1	beeps/Freq550.wav	72	8
1		deviants1	beeps/Freq550.wav	73	8
1		deviants1	beeps/Freq550.wav	74	8
1		deviants1	beeps/Freq550.wav	75	8
1		deviants1	beeps/Freq550.wav	76	8
1		deviants1	beeps/Freq550.wav	77	8
1		deviants1	beeps/Freq450.wav	30	12
1		deviants1	beeps/Freq450.wav	31	12
1		deviants1	beeps/Freq450.wav	32	12
1		deviants1	beeps/Freq450.wav	33	12
1		deviants1	beeps/Freq450.wav	34	12
1		deviants1	beeps/Freq450.wav	35	12
1		deviants1	beeps/Freq450.wav	36	12
1		deviants1	beeps/Freq450.wav	37	12
1		deviants1	beeps/Freq450.wav	38	12
1		deviants1	beeps/Freq450.wav	39	12
1		deviants1	beeps/Freq450.wav	40	12
1		deviants1	beeps/Freq450.wav	41	12
1		deviants1	beeps/Freq650.wav	110	5
1		deviants1	beeps/Freq650.wav	111	5
1		deviants1	beeps/Freq650.wav	112	5
1		deviants1	beeps/Freq650.wav	113	5
1		deviants1	beeps/Freq650.wav	114	5
1		deviants1	beeps/Freq800.wav	170	5
1		deviants1	beeps/Freq800.wav	171	5
1		deviants1	beeps/Freq800.wav	172	5
1		deviants1	beeps/Freq800.wav	173	5
1		deviants1	beeps/Freq800.wav	174	5
1		deviants1	beeps/Freq500.wav	50	7
1		deviants1	beeps/Freq500.wav	51	7
1		deviants1	beeps/Freq500.wav	52	7
1		deviants1	beeps/Freq500.wav	53	7
1		deviants1	beeps/Freq500.wav	54	7
1		deviants1	beeps/Freq500.wav	55	7
1		deviants1	beeps/Freq500.wav	56	7
1		deviants1	beeps/Freq600.wav	90	5
1		deviants1	beeps/Freq600.wav	91	5
1		deviants1	beeps/Freq600.wav	92	5
1		deviants1	beeps/Freq600.wav	93	5
1		deviants1	beeps/Freq600.wav	94	5
1		deviants1	beeps/Freq400.wav	10	3
1		deviants1	beeps/Freq400.wav	11	3
1		deviants1	beeps/Freq400.wav	12	3
1		deviants1	beeps/Freq650.wav	110	4
1		deviants1	beeps/Freq650.wav	111	4
1		deviants1	beeps/Freq650.wav	112	4
1		deviants1	beeps/Freq650.wav	113	4
1		deviants1	beeps/Freq550.wav	70	8
1		deviants1	beeps/Freq550.wav	71	8
1		deviants1	beeps/Freq550.wav	72	8
1		deviants1	beeps/Freq550.wav	73	8
1		deviants1	beeps/Freq550.wav	74	8
1		deviants1	beeps/Freq550.wav	75	8
1		deviants1	beeps/Freq550.wav	76	8
1		deviants1	beeps/Freq550.wav	77	8
1		deviants1	beeps/Freq800.wav	170	3
1		deviants1	beeps/Freq800.wav	171	3
1		deviants1	beeps/Freq800.wav	172	3
1		deviants1	beeps/Freq450.wav	30	6
1		deviants1	beeps/Freq450.wav	31	6
1		deviants1	beeps/Freq450.wav	32	6
1		deviants1	beeps/Freq450.wav	33	6
1		deviants1	beeps/Freq450.wav	34	6
1		deviants1	beeps/Freq450.wav	35	6
1		deviants1	beeps/Freq750.wav	150	8
1		deviants1	beeps/Freq750.wav	151	8
1		deviants1	beeps/Freq750.wav	152	8
1		deviants1	beeps/Freq750.wav	153	8
1		deviants1	beeps/Freq750.wav	154	8
1		deviants1	beeps/Freq750.wav	155	8
1		deviants1	beeps/Freq750.wav	156	8
1		deviants1	beeps/Freq750.wav	157	8
1		deviants1	beeps/Freq700.wav	130	3
1		deviants1	beeps/Freq700.wav	131	3
1		deviants1	beeps/Freq700.wav	132	3
1		deviants1	beeps/Freq400.wav	10	5
1		deviants1	beeps/Freq400.wav	11	5
1		deviants1	beeps/Freq400.wav	12	5
1		deviants1	beeps/Freq400.wav	13	5
1		deviants1	beeps/Freq400.wav	14	5
1		deviants1	beeps/Freq750.wav	150	7
1		deviants1	beeps/Freq750.wav	151	7
1		deviants1	beeps/Freq750.wav	152	7
1		deviants1	beeps/Freq750.wav	153	7
1		deviants1	beeps/Freq750.wav	154	7
1		deviants1	beeps/Freq750.wav	155	7
1		deviants1	beeps/Freq750.wav	156	7
1		deviants1	beeps/Freq550.wav	70	7
1		deviants1	beeps/Freq550.wav	71	7
1		deviants1	beeps/Freq550.wav	72	7
1		deviants1	beeps/Freq550.wav	73	7
1		deviants1	beeps/Freq550.wav	74	7
1		deviants1	beeps/Freq550.wav	75	7
1		deviants1	beeps/Freq550.wav	76	7
1		deviants1	beeps/Freq600.wav	90	8
1		deviants1	beeps/Freq600.wav	91	8
1		deviants1	beeps/Freq600.wav	92	8
1		deviants1	beeps/Freq600.wav	93	8
1		deviants1	beeps/Freq600.wav	94	8
1		deviants1	beeps/Freq600.wav	95	8
1		deviants1	beeps/Freq600.wav	96	8
1		deviants1	beeps/Freq600.wav	97	8
1		deviants1	beeps/Freq450.wav	30	11
1		deviants1	beeps/Freq450.wav	31	11
1		deviants1	beeps/Freq450.wav	32	11
1		deviants1	beeps/Freq450.wav	33	11
1		deviants1	beeps/Freq450.wav	34	11
1		deviants1	beeps/Freq450.wav	35	11
1		deviants1	beeps/Freq450.wav	36	11
1		deviants1	beeps/Freq450.wav	37	11
1		deviants1	beeps/Freq450.wav	38	11
1		deviants1	beeps/Freq450.wav	39	11
1		deviants1	beeps/Freq450.wav	40	11
1		deviants1	beeps/Freq700.wav	130	6
1		deviants1	beeps/Freq700.wav	131	6
1		deviants1	beeps/Freq700.wav	132	6
1		deviants1	beeps/Freq700.wav	133	6
1		deviants1	beeps/Freq700.wav	134	6
1		deviants1	beeps/Freq700.wav	135	6
1		deviants1	beeps/Freq650.wav	110	5
1		deviants1	beeps/Freq650.wav	111	5
1		deviants1	beeps/Freq650.wav	112	5
1		deviants1	beeps/Freq650.wav	113	5
1		deviants1	beeps/Freq650.wav	114	5
1		deviants1	beeps/Freq800.wav	170	10
1		deviants1	beeps/Freq800.wav	171	10
1		deviants1	beeps/Freq800.wav	172	10
1		deviants1	beeps/Freq800.wav	173	10
1		deviants1	beeps/Freq800.wav	174	10
1		deviants1	beeps/Freq800.wav	175	10
1		deviants1	beeps/Freq800.wav	176	10
1		deviants1	beeps/Freq800.wav	177	10
1		deviants1	beeps/Freq800.wav	178	10
1		deviants1	beeps/Freq800.wav	179	10
1		deviants1	beeps/Freq500.wav	50	9
1		deviants1	beeps/Freq500.wav	51	9
1		deviants1	beeps/Freq500.wav	52	9
1		deviants1	beeps/Freq500.wav	53	9
1		deviants1	beeps/Freq500.wav	54	9
1		deviants1	beeps/Freq500.wav	55	9
1		deviants1	beeps/Freq500.wav	56	9
1		deviants1	beeps/Freq500.wav	57	9
1		deviants1	beeps/Freq500.wav	58	9
1		deviants1	beeps/Freq800.wav	170	9
1		deviants1	beeps/Freq800.wav	171	9
1		deviants1	beeps/Freq800.wav	172	9
1		deviants1	beeps/Freq800.wav	173	9
1		deviants1	beeps/Freq800.wav	174	9
1		deviants1	beeps/Freq800.wav	175	9
1		deviants1	beeps/Freq800.wav	176	9
1		deviants1	beeps/Freq800.wav	177	9
1		deviants1	beeps/Freq800.wav	178	9
1		deviants1	beeps/Freq750.wav	150	11
1		deviants1	beeps/Freq750.wav	151	11
1		deviants1	beeps/Freq750.wav	152	11
1		deviants1	beeps/Freq750.wav	153	11
1		deviants1	beeps/Freq750.wav	154	11
1		deviants1	beeps/Freq750.wav	155	11
1		deviants1	beeps/Freq750.wav	156	11
1		deviants1	beeps/Freq750.wav	157	11
1		deviants1	beeps/Freq750.wav	158	11
1		deviants1	beeps/Freq750.wav	159	11
1		deviants1	beeps/Freq750.wav	160	11
1		deviants1	beeps/Freq700.wav	130	12
1		deviants1	beeps/Freq700.wav	131	12
1		deviants1	beeps/Freq700.wav	132	12
1		deviants1	beeps/Freq700.wav	133	12
1		deviants1	beeps/Freq700.wav	134	12
1		deviants1	beeps/Freq700.wav	135	12
1		deviants1	beeps/Freq700.wav	136	12
1		deviants1	beeps/Freq700.wav	137	12
1		deviants1	beeps/Freq700.wav	138	12
1		deviants1	beeps/Freq700.wav	139	12
1		deviants1	beeps/Freq700.wav	140	12
1		deviants1	beeps/Freq700.wav	141	12
1		deviants1	beeps/Freq550.wav	70	5
1		deviants1	beeps/Freq550.wav	71	5
1		deviants1	beeps/Freq550.wav	72	5
1		deviants1	beeps/Freq550.wav	73	5
1		deviants1	beeps/Freq550.wav	74	5
1		deviants1	beeps/Freq500.wav	50	11
1		deviants1	beeps/Freq500.wav	51	11
1		deviants1	beeps/Freq500.wav	52	11
1		deviants1	beeps/Freq500.wav	53	11
1		deviants1	beeps/Freq500.wav	54	11
1		deviants1	beeps/Freq500.wav	55	11
1		deviants1	beeps/Freq500.wav	56	11
1		deviants1	beeps/Freq500.wav	57	11
1		deviants1	beeps/Freq500.wav	58	11
1		deviants1	beeps/Freq500.wav	59	11
1		deviants1	beeps/Freq500.wav	60	11
1		deviants1	beeps/Freq450.wav	30	7
1		deviants1	beeps/Freq450.wav	31	7
1		deviants1	beeps/Freq450.wav	32	7
1		deviants1	beeps/Freq450.wav	33	7
1		deviants1	beeps/Freq450.wav	34	7
1		deviants1	beeps/Freq450.wav	35	7
1		deviants1	beeps/Freq450.wav	36	7
1		deviants1	beeps/Freq650.wav	110	9
1		deviants1	beeps/Freq650.wav	111	9
1		deviants1	beeps/Freq650.wav	112	9
1		deviants1	beeps/Freq650.wav	113	9
1		deviants1	beeps/Freq650.wav	114	9
1		deviants1	beeps/Freq650.wav	115	9
1		deviants1	beeps/Freq650.wav	116	9
1		deviants1	beeps/Freq650.wav	117	9
1		deviants1	beeps/Freq650.wav	118	9
1		deviants1	beeps/Freq400.wav	10	4
1		deviants1	beeps/Freq400.wav	11	4
1		deviants1	beeps/Freq400.wav	12	4
1		deviants1	beeps/Freq400.wav	13	4
1		deviants1	beeps/Freq600.wav	90	12
1		deviants1	beeps/Freq600.wav	91	12
1		deviants1	beeps/Freq600.wav	92	12
1		deviants1	beeps/Freq600.wav	93	12
1		deviants1	beeps/Freq600.wav	94	12
